activity subject variable mean
standing 16 tBodyGyro.mean...Z 0.0867342708846154
standing 17 tBodyGyro.mean...Z 0.0880561869358974
standing 18 tBodyGyro.mean...Z 0.0843190675616438
standing 19 tBodyGyro.mean...Z 0.0710520180136986
standing 20 tBodyGyro.mean...Z 0.0773671448739726
standing 21 tBodyGyro.mean...Z 0.0864863265393258
standing 22 tBodyGyro.mean...Z 0.0733466563174603
standing 23 tBodyGyro.mean...Z 0.0816888999117647
standing 24 tBodyGyro.mean...Z 0.077124614942029
standing 25 tBodyGyro.mean...Z 0.0852685438243243
standing 26 tBodyGyro.mean...Z 0.0776706781351351
standing 27 tBodyGyro.mean...Z 0.07168414632375
standing 28 tBodyGyro.mean...Z 0.0865173111012658
standing 29 tBodyGyro.mean...Z 0.0827583768461538
standing 30 tBodyGyro.mean...Z 0.0802514754237288
walking 1 tBodyGyro.mean...Z 0.0849448173042105
walking 2 tBodyGyro.mean...Z 0.0828336633220339
walking 3 tBodyGyro.mean...Z 0.0813485942827586
walking 4 tBodyGyro.mean...Z 0.0805677161216667
walking 5 tBodyGyro.mean...Z 0.0815435495892857
walking 6 tBodyGyro.mean...Z 0.0838808799280702
walking 7 tBodyGyro.mean...Z 0.0641104602035088
walking 8 tBodyGyro.mean...Z 0.0509657915395833
walking 9 tBodyGyro.mean...Z 0.111629779896154
walking 10 tBodyGyro.mean...Z 0.0986695731160377
walking 11 tBodyGyro.mean...Z 0.0843744495507542
walking 12 tBodyGyro.mean...Z 0.0999739123004
walking 13 tBodyGyro.mean...Z 0.0784205641252632
walking 14 tBodyGyro.mean...Z 0.0513222717627119
walking 15 tBodyGyro.mean...Z 0.0842484921022222
walking 16 tBodyGyro.mean...Z 0.0818650735686274
walking 17 tBodyGyro.mean...Z 0.0757132656704918
walking 18 tBodyGyro.mean...Z 0.0944718394625
walking 19 tBodyGyro.mean...Z 0.0798106981923077
walking 20 tBodyGyro.mean...Z 0.0851359929294118
walking 21 tBodyGyro.mean...Z 0.0983715930038462
walking 22 tBodyGyro.mean...Z 0.0775266594847826
walking 23 tBodyGyro.mean...Z 0.10770045065339
walking 24 tBodyGyro.mean...Z 0.0972006320344828
walking 25 tBodyGyro.mean...Z 0.0867868736891892
walking 26 tBodyGyro.mean...Z 0.0851069247830508
walking 27 tBodyGyro.mean...Z 0.118267750196491
walking 28 tBodyGyro.mean...Z 0.116065910925926
walking 29 tBodyGyro.mean...Z 0.0856852236188679
walking 30 tBodyGyro.mean...Z 0.0839568239261538
walking_downstairs 1 tBodyGyro.mean...Z 0.0900850142030612
walking_downstairs 2 tBodyGyro.mean...Z 0.097173808906383
walking_downstairs 3 tBodyGyro.mean...Z 0.123826738353061
walking_downstairs 4 tBodyGyro.mean...Z 0.05926394948
walking_downstairs 5 tBodyGyro.mean...Z 0.0806559989574468
walking_downstairs 6 tBodyGyro.mean...Z 0.0870012595210417
walking_downstairs 7 tBodyGyro.mean...Z 0.116894769042766
walking_downstairs 8 tBodyGyro.mean...Z 0.114143855152368
walking_downstairs 9 tBodyGyro.mean...Z 0.116804400690476
walking_downstairs 10 tBodyGyro.mean...Z 0.0724433685578947
walking_downstairs 11 tBodyGyro.mean...Z 0.057524457376087
walking_downstairs 12 tBodyGyro.mean...Z 0.0895434978391304
walking_downstairs 13 tBodyGyro.mean...Z 0.111284239655957
walking_downstairs 14 tBodyGyro.mean...Z 0.0353344537555556
walking_downstairs 15 tBodyGyro.mean...Z 0.0711758197607143
walking_downstairs 16 tBodyGyro.mean...Z 0.0835380057
walking_downstairs 17 tBodyGyro.mean...Z 0.0162878745776087
walking_downstairs 18 tBodyGyro.mean...Z 0.0987471683127273
walking_downstairs 19 tBodyGyro.mean...Z 0.163962510807692
walking_downstairs 20 tBodyGyro.mean...Z 0.103900480541333
walking_downstairs 21 tBodyGyro.mean...Z 0.148610020955556
walking_downstairs 22 tBodyGyro.mean...Z 0.0500708760555556
walking_downstairs 23 tBodyGyro.mean...Z 0.0953602497222222
walking_downstairs 24 tBodyGyro.mean...Z 0.111973650603636
walking_downstairs 25 tBodyGyro.mean...Z 0.0980750249310345
walking_downstairs 26 tBodyGyro.mean...Z 0.082221399603
walking_downstairs 27 tBodyGyro.mean...Z 0.152695027609091
walking_downstairs 28 tBodyGyro.mean...Z 0.138622425584783
walking_downstairs 29 tBodyGyro.mean...Z 0.0822244074666667
walking_downstairs 30 tBodyGyro.mean...Z 0.0895767797064516
walking_upstairs 1 tBodyGyro.mean...Z 0.0583595463981132
walking_upstairs 2 tBodyGyro.mean...Z 0.0688374021666667
walking_upstairs 3 tBodyGyro.mean...Z 0.0215603697
walking_upstairs 4 tBodyGyro.mean...Z 0.0843753843384615
walking_upstairs 5 tBodyGyro.mean...Z 0.0424442819489362
walking_upstairs 6 tBodyGyro.mean...Z 0.0664234025976471
walking_upstairs 7 tBodyGyro.mean...Z 0.139217071509804
walking_upstairs 8 tBodyGyro.mean...Z -0.0724546025804878
walking_upstairs 9 tBodyGyro.mean...Z 0.14569462592449
walking_upstairs 10 tBodyGyro.mean...Z 0.0879664182957447
walking_upstairs 11 tBodyGyro.mean...Z 0.0638054379968518
walking_upstairs 12 tBodyGyro.mean...Z 0.0898022757730769
walking_upstairs 13 tBodyGyro.mean...Z 0.116679563256364
walking_upstairs 14 tBodyGyro.mean...Z -0.0441381886666667
walking_upstairs 15 tBodyGyro.mean...Z 0.0911681484547917
walking_upstairs 16 tBodyGyro.mean...Z -0.00779288021764706
walking_upstairs 17 tBodyGyro.mean...Z 0.0560931358145833
walking_upstairs 18 tBodyGyro.mean...Z 0.0906736478431034
walking_upstairs 19 tBodyGyro.mean...Z -0.000233248224999999
walking_upstairs 20 tBodyGyro.mean...Z 0.058701941845098
walking_upstairs 21 tBodyGyro.mean...Z -0.00546829763829787
walking_upstairs 22 tBodyGyro.mean...Z 0.0157359244619048
walking_upstairs 23 tBodyGyro.mean...Z -0.0325557522333333
walking_upstairs 24 tBodyGyro.mean...Z 0.0248290702830508
walking_upstairs 25 tBodyGyro.mean...Z 0.0996227385527692
walking_upstairs 26 tBodyGyro.mean...Z 0.0721458973490909
walking_upstairs 27 tBodyGyro.mean...Z 0.140129855776471
walking_upstairs 28 tBodyGyro.mean...Z 0.103720987705882
walking_upstairs 29 tBodyGyro.mean...Z 0.0854318123467347
walking_upstairs 30 tBodyGyro.mean...Z 0.0814699303289231
laying 1 tBodyGyroJerk.mean...X -0.107270949192
laying 2 tBodyGyroJerk.mean...X -0.101974134208333
laying 3 tBodyGyroJerk.mean...X -0.10004449883871
laying 4 tBodyGyroJerk.mean...X -0.105019877685185
laying 5 tBodyGyroJerk.mean...X -0.102114125
laying 6 tBodyGyroJerk.mean...X -0.111267284631579
laying 7 tBodyGyroJerk.mean...X -0.105944243484615
laying 8 tBodyGyroJerk.mean...X -0.106445008314815
laying 9 tBodyGyroJerk.mean...X -0.10384667982
laying 10 tBodyGyroJerk.mean...X -0.100308254413793
laying 11 tBodyGyroJerk.mean...X -0.102297501877193
laying 12 tBodyGyroJerk.mean...X -0.0990402297166667
laying 13 tBodyGyroJerk.mean...X -0.101835573822581
laying 14 tBodyGyroJerk.mean...X -0.105446637019608
laying 15 tBodyGyroJerk.mean...X -0.102266714236111
laying 16 tBodyGyroJerk.mean...X -0.1022095722
laying 17 tBodyGyroJerk.mean...X -0.102049763957746
laying 18 tBodyGyroJerk.mean...X -0.0997154236307692
laying 19 tBodyGyroJerk.mean...X -0.0956018266746988
laying 20 tBodyGyroJerk.mean...X -0.0995033069117647
laying 21 tBodyGyroJerk.mean...X -0.0964118375066667
laying 22 tBodyGyroJerk.mean...X -0.100203934722222
laying 23 tBodyGyroJerk.mean...X -0.102024922819444
laying 24 tBodyGyroJerk.mean...X -0.102813809652778
laying 25 tBodyGyroJerk.mean...X -0.101646999342466
laying 26 tBodyGyroJerk.mean...X -0.100368640868421
laying 27 tBodyGyroJerk.mean...X -0.101147695256757
laying 28 tBodyGyroJerk.mean...X -0.1045116270375
laying 29 tBodyGyroJerk.mean...X -0.0995339880724638
laying 30 tBodyGyroJerk.mean...X -0.102277358585714
sitting 1 tBodyGyroJerk.mean...X -0.0936793807234043
sitting 2 tBodyGyroJerk.mean...X -0.0936328412826087
sitting 3 tBodyGyroJerk.mean...X -0.103605889057692
sitting 4 tBodyGyroJerk.mean...X -0.09694948424
sitting 5 tBodyGyroJerk.mean...X -0.0889747665681818
sitting 6 tBodyGyroJerk.mean...X -0.0936693524363636
sitting 7 tBodyGyroJerk.mean...X -0.0938155625083333
sitting 8 tBodyGyroJerk.mean...X -0.0923150250434783
sitting 9 tBodyGyroJerk.mean...X -0.0930708106
sitting 10 tBodyGyroJerk.mean...X -0.0931555026481481
sitting 11 tBodyGyroJerk.mean...X -0.0948423481320755
sitting 12 tBodyGyroJerk.mean...X -0.0941023489803922
sitting 13 tBodyGyroJerk.mean...X -0.095919848877551
sitting 14 tBodyGyroJerk.mean...X -0.0921614578888889
sitting 15 tBodyGyroJerk.mean...X -0.0953649067966102
sitting 16 tBodyGyroJerk.mean...X -0.0957204520289855
sitting 17 tBodyGyroJerk.mean...X -0.094247696875
sitting 18 tBodyGyroJerk.mean...X -0.0954723233684211
sitting 19 tBodyGyroJerk.mean...X -0.100986131452055
sitting 20 tBodyGyroJerk.mean...X -0.0959970816060606
sitting 21 tBodyGyroJerk.mean...X -0.101114775129412
sitting 22 tBodyGyroJerk.mean...X -0.0986493161935484
sitting 23 tBodyGyroJerk.mean...X -0.0967422192647059
sitting 24 tBodyGyroJerk.mean...X -0.0951782658382353
sitting 25 tBodyGyroJerk.mean...X -0.0954801379692308
sitting 26 tBodyGyroJerk.mean...X -0.095984817
sitting 27 tBodyGyroJerk.mean...X -0.0951635808
sitting 28 tBodyGyroJerk.mean...X -0.0953935055833333
sitting 29 tBodyGyroJerk.mean...X -0.0953636995833333
sitting 30 tBodyGyroJerk.mean...X -0.095270767516129
standing 1 tBodyGyroJerk.mean...X -0.0996092129056604
standing 2 tBodyGyroJerk.mean...X -0.105562157888889
standing 3 tBodyGyroJerk.mean...X -0.0994602620655738
standing 4 tBodyGyroJerk.mean...X -0.103057894142857
standing 5 tBodyGyroJerk.mean...X -0.0922249863035714
standing 6 tBodyGyroJerk.mean...X -0.103292534210526
standing 7 tBodyGyroJerk.mean...X -0.0901539662169811
standing 8 tBodyGyroJerk.mean...X -0.097757576
standing 9 tBodyGyroJerk.mean...X -0.095897704
standing 10 tBodyGyroJerk.mean...X -0.104753833181818
standing 11 tBodyGyroJerk.mean...X -0.099519355893617
standing 12 tBodyGyroJerk.mean...X -0.0976380412377049
standing 13 tBodyGyroJerk.mean...X -0.0981199986666667
standing 14 tBodyGyroJerk.mean...X -0.100718458866667
standing 15 tBodyGyroJerk.mean...X -0.101358786226415
standing 16 tBodyGyroJerk.mean...X -0.100107332602564
standing 17 tBodyGyroJerk.mean...X -0.101289168653846
standing 18 tBodyGyroJerk.mean...X -0.0987174024657534
standing 19 tBodyGyroJerk.mean...X -0.0990467890520548
standing 20 tBodyGyroJerk.mean...X -0.102049132684932
standing 21 tBodyGyroJerk.mean...X -0.103199796370787
standing 22 tBodyGyroJerk.mean...X -0.0975013472380952
standing 23 tBodyGyroJerk.mean...X -0.0981481050441177
standing 24 tBodyGyroJerk.mean...X -0.0991947719855072
standing 25 tBodyGyroJerk.mean...X -0.100473697756757
standing 26 tBodyGyroJerk.mean...X -0.100355997108108
standing 27 tBodyGyroJerk.mean...X -0.0987605078625
standing 28 tBodyGyroJerk.mean...X -0.102248409070886
standing 29 tBodyGyroJerk.mean...X -0.0988701505538462
standing 30 tBodyGyroJerk.mean...X -0.0997160228220339
walking 1 tBodyGyroJerk.mean...X -0.0899975423705263
walking 2 tBodyGyroJerk.mean...X -0.0818833429152542
walking 3 tBodyGyroJerk.mean...X -0.0952398165017241
walking 4 tBodyGyroJerk.mean...X -0.115321556475
walking 5 tBodyGyroJerk.mean...X -0.0888408355267857
walking 6 tBodyGyroJerk.mean...X -0.0878891090105263
walking 7 tBodyGyroJerk.mean...X -0.123654199751333
walking 8 tBodyGyroJerk.mean...X -0.135886431360417
walking 9 tBodyGyroJerk.mean...X -0.0809204094461538
walking 10 tBodyGyroJerk.mean...X -0.122709563462264
walking 11 tBodyGyroJerk.mean...X -0.0918204195491525
walking 12 tBodyGyroJerk.mean...X -0.06223893174
walking 13 tBodyGyroJerk.mean...X -0.0966598593263158
walking 14 tBodyGyroJerk.mean...X -0.110656054802153
walking 15 tBodyGyroJerk.mean...X -0.0776692754648148
walking 16 tBodyGyroJerk.mean...X -0.110917348282353
walking 17 tBodyGyroJerk.mean...X -0.109959237927869
walking 18 tBodyGyroJerk.mean...X -0.0966435295642857
walking 19 tBodyGyroJerk.mean...X -0.0832353261384615
walking 20 tBodyGyroJerk.mean...X -0.0679992365372549
walking 21 tBodyGyroJerk.mean...X -0.0868767709153846
walking 22 tBodyGyroJerk.mean...X -0.132977562363043
walking 23 tBodyGyroJerk.mean...X -0.0578128239067797
walking 24 tBodyGyroJerk.mean...X -0.0625311679982759
walking 25 tBodyGyroJerk.mean...X -0.102377269321622
walking 26 tBodyGyroJerk.mean...X -0.099411456038983
walking 27 tBodyGyroJerk.mean...X -0.0786163508824035
walking 28 tBodyGyroJerk.mean...X -0.092974671262963
walking 29 tBodyGyroJerk.mean...X -0.10688830318283
walking 30 tBodyGyroJerk.mean...X -0.0873839917276923
walking_downstairs 1 tBodyGyroJerk.mean...X -0.0739592036271429
walking_downstairs 2 tBodyGyroJerk.mean...X -0.0581038498510638
walking_downstairs 3 tBodyGyroJerk.mean...X -0.0778701650285714
walking_downstairs 4 tBodyGyroJerk.mean...X -0.0921282734666667
walking_downstairs 5 tBodyGyroJerk.mean...X -0.110149008255319
walking_downstairs 6 tBodyGyroJerk.mean...X -0.0256452232354167
walking_downstairs 7 tBodyGyroJerk.mean...X -0.0597273512680851
walking_downstairs 8 tBodyGyroJerk.mean...X -0.0349283489710526
walking_downstairs 9 tBodyGyroJerk.mean...X -0.094591202447619
walking_downstairs 10 tBodyGyroJerk.mean...X -0.0643764005526316
walking_downstairs 11 tBodyGyroJerk.mean...X -0.0220916265065217
walking_downstairs 12 tBodyGyroJerk.mean...X -0.0264668968652174
walking_downstairs 13 tBodyGyroJerk.mean...X -0.0647199842553191
walking_downstairs 14 tBodyGyroJerk.mean...X -0.108620377713333
walking_downstairs 15 tBodyGyroJerk.mean...X -0.0482532079928571
walking_downstairs 16 tBodyGyroJerk.mean...X -0.103904044543617
walking_downstairs 17 tBodyGyroJerk.mean...X -0.1077700285
walking_downstairs 18 tBodyGyroJerk.mean...X -0.0836566573181818
walking_downstairs 19 tBodyGyroJerk.mean...X -0.0337429578461538
walking_downstairs 20 tBodyGyroJerk.mean...X -0.0452503065777778
walking_downstairs 21 tBodyGyroJerk.mean...X -0.0726461849022222
walking_downstairs 22 tBodyGyroJerk.mean...X -0.0901744530194444
walking_downstairs 23 tBodyGyroJerk.mean...X -0.117725824412963
walking_downstairs 24 tBodyGyroJerk.mean...X -0.0914145014654545
walking_downstairs 25 tBodyGyroJerk.mean...X -0.127952445399655
walking_downstairs 26 tBodyGyroJerk.mean...X -0.0992465275036
walking_downstairs 27 tBodyGyroJerk.mean...X -0.0515814754272727
walking_downstairs 28 tBodyGyroJerk.mean...X -0.0266492977565217
walking_downstairs 29 tBodyGyroJerk.mean...X -0.0743986469979167
walking_downstairs 30 tBodyGyroJerk.mean...X -0.0615954583870968
walking_upstairs 1 tBodyGyroJerk.mean...X -0.122232768011321
walking_upstairs 2 tBodyGyroJerk.mean...X -0.0828858001333333
walking_upstairs 3 tBodyGyroJerk.mean...X -0.115510569491525
walking_upstairs 4 tBodyGyroJerk.mean...X -0.1314720713
walking_upstairs 5 tBodyGyroJerk.mean...X -0.143029686361702
walking_upstairs 6 tBodyGyroJerk.mean...X -0.0652024492378431
walking_upstairs 7 tBodyGyroJerk.mean...X -0.0856640866647059
walking_upstairs 8 tBodyGyroJerk.mean...X -0.15544567414878
walking_upstairs 9 tBodyGyroJerk.mean...X -0.0684689593355102
walking_upstairs 10 tBodyGyroJerk.mean...X -0.157212539189362
walking_upstairs 11 tBodyGyroJerk.mean...X -0.0645245413759259
walking_upstairs 12 tBodyGyroJerk.mean...X -0.0455638872076923
walking_upstairs 13 tBodyGyroJerk.mean...X -0.0664817176345455
walking_upstairs 14 tBodyGyroJerk.mean...X -0.128266667862963
walking_upstairs 15 tBodyGyroJerk.mean...X -0.144485986527083
walking_upstairs 16 tBodyGyroJerk.mean...X -0.140908293613922
walking_upstairs 17 tBodyGyroJerk.mean...X -0.142655397660417
walking_upstairs 18 tBodyGyroJerk.mean...X -0.0899953036658621
walking_upstairs 19 tBodyGyroJerk.mean...X -0.1018063044
walking_upstairs 20 tBodyGyroJerk.mean...X -0.148389168870392
walking_upstairs 21 tBodyGyroJerk.mean...X -0.144351492595745
walking_upstairs 22 tBodyGyroJerk.mean...X -0.148450080695476
walking_upstairs 23 tBodyGyroJerk.mean...X -0.109913094117647
walking_upstairs 24 tBodyGyroJerk.mean...X -0.146800845605424
walking_upstairs 25 tBodyGyroJerk.mean...X -0.126481161061538
walking_upstairs 26 tBodyGyroJerk.mean...X -0.0975590199454545
walking_upstairs 27 tBodyGyroJerk.mean...X -0.0937518711117647
walking_upstairs 28 tBodyGyroJerk.mean...X -0.080568055454902
walking_upstairs 29 tBodyGyroJerk.mean...X -0.130429072653061
walking_upstairs 30 tBodyGyroJerk.mean...X -0.108414261326154
laying 1 tBodyGyroJerk.mean...Y -0.04151728689
laying 2 tBodyGyroJerk.mean...Y -0.0358590176083333
laying 3 tBodyGyroJerk.mean...Y -0.0389771765322581
laying 4 tBodyGyroJerk.mean...Y -0.0381230432222222
laying 5 tBodyGyroJerk.mean...Y -0.0404446925288462
laying 6 tBodyGyroJerk.mean...Y -0.0424104289992982
laying 7 tBodyGyroJerk.mean...Y -0.0358897425826923
laying 8 tBodyGyroJerk.mean...Y -0.0389735198722222
laying 9 tBodyGyroJerk.mean...Y -0.027552256948
laying 10 tBodyGyroJerk.mean...Y -0.0388797920413793
laying 11 tBodyGyroJerk.mean...Y -0.0412391429298246
laying 12 tBodyGyroJerk.mean...Y -0.0410675310833333
laying 13 tBodyGyroJerk.mean...Y -0.0417744000370968
laying 14 tBodyGyroJerk.mean...Y -0.0372677398193922
laying 15 tBodyGyroJerk.mean...Y -0.0415878968152778
laying 16 tBodyGyroJerk.mean...Y -0.0347735325871429
laying 17 tBodyGyroJerk.mean...Y -0.0361961143943662
laying 18 tBodyGyroJerk.mean...Y -0.0393440191846154
laying 19 tBodyGyroJerk.mean...Y -0.0371476597051807
laying 20 tBodyGyroJerk.mean...Y -0.038776298
laying 21 tBodyGyroJerk.mean...Y -0.0346275066055556
laying 22 tBodyGyroJerk.mean...Y -0.037608730565
laying 23 tBodyGyroJerk.mean...Y -0.0372449750569444
laying 24 tBodyGyroJerk.mean...Y -0.0382323710416667
laying 25 tBodyGyroJerk.mean...Y -0.0426718870280822
laying 26 tBodyGyroJerk.mean...Y -0.0396682720394737
laying 27 tBodyGyroJerk.mean...Y -0.0362186160902703
laying 28 tBodyGyroJerk.mean...Y -0.03560100499625
laying 29 tBodyGyroJerk.mean...Y -0.0386768295072464
laying 30 tBodyGyroJerk.mean...Y -0.0384875867528571
sitting 1 tBodyGyroJerk.mean...Y -0.0402118124255319
sitting 2 tBodyGyroJerk.mean...Y -0.0415602029130435
sitting 3 tBodyGyroJerk.mean...Y -0.0360909881807692
sitting 4 tBodyGyroJerk.mean...Y -0.041848389996
sitting 5 tBodyGyroJerk.mean...Y -0.0454702982386364
sitting 6 tBodyGyroJerk.mean...Y -0.0333986700025455
sitting 7 tBodyGyroJerk.mean...Y -0.0396444885
sitting 8 tBodyGyroJerk.mean...Y -0.0402673770652174
sitting 9 tBodyGyroJerk.mean...Y -0.046663441472
sitting 10 tBodyGyroJerk.mean...Y -0.0411216540925926
sitting 11 tBodyGyroJerk.mean...Y -0.0392813049264151
sitting 12 tBodyGyroJerk.mean...Y -0.0387477474705882
sitting 13 tBodyGyroJerk.mean...Y -0.041036688077551
sitting 14 tBodyGyroJerk.mean...Y -0.0434577295055556
sitting 15 tBodyGyroJerk.mean...Y -0.0396068774557627
sitting 16 tBodyGyroJerk.mean...Y -0.0450369280637681
sitting 17 tBodyGyroJerk.mean...Y -0.0411134199378125
sitting 18 tBodyGyroJerk.mean...Y -0.0397125591491228
sitting 19 tBodyGyroJerk.mean...Y -0.0425170215068493
sitting 20 tBodyGyroJerk.mean...Y -0.0407299244348485
sitting 21 tBodyGyroJerk.mean...Y -0.0391483428502824
sitting 22 tBodyGyroJerk.mean...Y -0.0423409822741935
sitting 23 tBodyGyroJerk.mean...Y -0.0434602554691176
sitting 24 tBodyGyroJerk.mean...Y -0.040616936
sitting 25 tBodyGyroJerk.mean...Y -0.0391651423907692
sitting 26 tBodyGyroJerk.mean...Y -0.0403070205666667
sitting 27 tBodyGyroJerk.mean...Y -0.0396410809285714
sitting 28 tBodyGyroJerk.mean...Y -0.0408007786402778
sitting 29 tBodyGyroJerk.mean...Y -0.040001843485
sitting 30 tBodyGyroJerk.mean...Y -0.0407930587264516
standing 1 tBodyGyroJerk.mean...Y -0.0440627877924528
standing 2 tBodyGyroJerk.mean...Y -0.042241953537037
standing 3 tBodyGyroJerk.mean...Y -0.0472415819016393
standing 4 tBodyGyroJerk.mean...Y -0.0461257201357143
standing 5 tBodyGyroJerk.mean...Y -0.0399108188821429
standing 6 tBodyGyroJerk.mean...Y -0.0428828304736842
standing 7 tBodyGyroJerk.mean...Y -0.0412797611886792
standing 8 tBodyGyroJerk.mean...Y -0.0485190684259259
standing 9 tBodyGyroJerk.mean...Y -0.0419199574333333
standing 10 tBodyGyroJerk.mean...Y -0.0371593000727273
standing 11 tBodyGyroJerk.mean...Y -0.0395992140851064
standing 12 tBodyGyroJerk.mean...Y -0.0409520826508197
standing 13 tBodyGyroJerk.mean...Y -0.0412872577807018
standing 14 tBodyGyroJerk.mean...Y -0.04500967927
standing 15 tBodyGyroJerk.mean...Y -0.0438507492018868
standing 16 tBodyGyroJerk.mean...Y -0.0424982241410256
standing 17 tBodyGyroJerk.mean...Y -0.0404518753974359
standing 18 tBodyGyroJerk.mean...Y -0.0406573412739726
standing 19 tBodyGyroJerk.mean...Y -0.0422918533780822
standing 20 tBodyGyroJerk.mean...Y -0.0432152397506849
